clique
1	213.0
2	269.0
3	276.0
4	335.0
5	377.0
6	438.0
7	475.0
8	525.0
9	568.0
10	577.0
11	613.0
12	652.0
13	688.0
14	725.0
15	763.0
16	812.0
17	835.0
18	837.0
19	852.0
20	888.0
21	917.0
22	943.0
23	968.0
24	1005.0
25	1005.0
26	1031.0
27	1052.0
28	1074.0
29	1078.0
30	1109.0

degree
1	213
2	269
3	316
4	374
5	435
6	472
7	522
8	554
9	591
10	630
11	666
12	703
13	752
14	790
15	803
16	812
17	835
18	837
