1	2.8	3.06666666667	2.96666666667	1.0	1.26666666667	1.86666666667	2.53333333333
2	5.1	4.86666666667	4.7	2.13333333333	2.6	3.63333333333	4.46666666667
3	6.36666666667	6.16666666667	6.1	3.06666666667	4.16666666667	5.76666666667	5.73333333333
4	7.8	8.23333333333	8.53333333333	4.1	5.1	6.63333333333	7.7
5	10.1666666667	10.0	10.0333333333	5.13333333333	6.63333333333	8.2	9.03333333333
6	11.3666666667	11.2666666667	11.2666666667	6.3	7.96666666667	9.53333333333	11.3
7	12.6666666667	13.1333333333	12.3333333333	7.26666666667	8.8	11.5666666667	13.4
8	14.7	14.5	14.3333333333	8.26666666667	10.7333333333	12.8333333333	14.5
9	16.4666666667	15.8333333333	16.7	9.43333333333	11.9666666667	15.2	15.3666666667
10	17.3333333333	17.7	17.2	10.5666666667	13.4333333333	16.1	17.3333333333
11	19.2666666667	18.6666666667	18.3333333333	11.4666666667	14.9	18.3	19.0
12	20.6666666667	20.4333333333	19.1666666667	12.5666666667	16.5666666667	19.7	20.0666666667
13	21.1333333333	22.0333333333	21.4333333333	13.7	16.8333333333	20.9666666667	22.1666666667
14	22.4333333333	23.5333333333	22.6	14.7	19.1666666667	22.7666666667	23.0666666667
15	24.9333333333	25.2666666667	25.3666666667	15.8	19.6	23.3666666667	24.4666666667
16	26.5666666667	25.8	25.4666666667	16.7333333333	21.1	24.5666666667	26.8333333333
17	27.5666666667	27.9666666667	27.3	17.7666666667	21.7666666667	27.2333333333	27.5333333333
18	29.3666666667	29.1666666667	29.8	18.6333333333	24.0666666667	27.4333333333	28.7
19	30.1	31.3	30.9666666667	19.7333333333	24.2333333333	28.4	30.1666666667
20	31.6333333333	31.7333333333	31.0666666667	21.0333333333	25.1333333333	31.0666666667	31.4
21	32.7	33.2333333333	32.5666666667	21.5333333333	27.8333333333	31.5666666667	33.3333333333
22	32.7333333333	34.0333333333	34.4666666667	22.8	28.5333333333	33.2333333333	34.3666666667
23	35.6	35.9666666667	36.3666666667	23.9	29.9666666667	35.3666666667	35.0333333333
24	35.8333333333	37.2	37.0333333333	24.9666666667	30.3666666667	36.1	38.8666666667
25	38.5666666667	37.9	37.3666666667	26.1	32.3333333333	36.5666666667	38.1333333333
26	39.4666666667	39.4666666667	39.6666666667	26.9666666667	33.5	38.9666666667	39.7666666667
27	41.1	41.4666666667	42.0333333333	28.2	35.4666666667	40.5333333333	40.8333333333
28	43.3333333333	41.5666666667	43.1333333333	28.6333333333	35.5	41.2	41.4
29	45.3	43.4333333333	43.9	30.3	37.2666666667	41.4333333333	42.1666666667
30	43.2	44.7333333333	45.0	30.7333333333	39.0	43.1333333333	43.9333333333
